TransactionID,SaleDate,CustomerID,ProductID,StoreID,CampaignID,SaleAmount,DiscountPercent,PaymentType
159,2024-11-16,1086,2063,404,2.0,1467.81,0.8,DebitCard
160,2024-07-04,1046,2041,401,2.0,3211.8,12.6,PayPal
161,2024-11-12,1089,2093,403,3.0,1961.05,12.0,CreditCard
162,2025-05-14,1005,2095,402,1.0,1372.27,11.9,DebitCard
163,2024-11-16,1071,2046,403,0.0,105.07,5.8,GiftCard
164,2025-05-14,1195,2023,403,2.0,1010.52,9.6,Cash
165,2025-02-22,1099,2015,403,3.0,1243.16,12.6,Cash
166,2025-02-04,1051,2019,404,3.0,4147.31,26.3,PayPal
167,2025-05-21,1170,2009,403,1.0,139.83,9.8,GiftCard
168,2025-01-09,1130,2035,402,3.0,2993.1,16.1,GiftCard
169,2024-10-26,1141,2019,401,3.0,3961.24,11.0,CreditCard
170,2025-03-29,1089,2057,404,2.0,1666.65,14.5,PayPal
171,2024-12-14,1196,2055,401,1.0,365.84,21.4,CreditCard
172,2025-05-09,1020,2032,402,2.0,640.51,28.9,Cash
173,2024-12-11,1043,2074,402,2.0,1149.06,7.3,Cash
174,2025-03-29,1034,2098,403,3.0,109.06,17.0,GiftCard
175,2025-04-23,1164,2061,402,3.0,192.3,27.2,PayPal
176,2024-06-26,1123,2043,402,2.0,1728.52,0.4,CreditCard
177,2025-05-23,1089,2013,403,0.0,1615.63,29.6,PayPal
178,2024-07-12,1098,2053,402,1.0,1870.82,9.3,GiftCard
179,2025-02-15,1116,2065,404,2.0,225.6,28.6,DebitCard
180,2024-11-02,1061,2054,401,,4470.53,9.8,Cash
181,2025-01-16,1137,2019,404,2.0,3937.36,0.2,GiftCard
182,2024-10-25,1145,2046,403,,117.02,2.6,PayPal
183,2024-09-22,1174,2016,401,2.0,762.93,16.8,GiftCard
184,2024-07-31,1102,2005,401,2.0,1062.7,7.2,DebitCard
185,2024-08-02,1035,2070,403,2.0,81.02,21.2,DebitCard
186,2024-12-05,1144,2013,403,0.0,3126.66,14.6,Cash
187,2025-03-19,1176,2076,404,1.0,1187.87,17.1,DebitCard
188,2024-08-10,1158,2048,402,1.0,1899.0,29.7,PayPal
189,2024-07-17,1089,2052,402,3.0,1484.88,9.0,GiftCard
190,2024-06-27,1071,2084,404,2.0,946.34,18.5,Cash
191,2024-12-11,1173,2092,403,1.0,594.06,15.6,Cash
192,2024-09-29,1076,2090,402,3.0,730.17,8.2,CreditCard
193,2025-05-09,1070,2039,404,3.0,4795.74,23.3,GiftCard
194,2025-03-22,1073,2010,403,2.0,467.27,10.5,CreditCard
195,2025-03-31,1143,2017,401,1.0,1356.18,22.6,GiftCard
196,2024-12-10,1013,2054,404,1.0,0.0,19.0,PayPal
197,2024-12-14,1104,2060,404,2.0,1309.5,10.5,DebitCard
198,2025-04-30,1071,2092,401,1.0,1683.33,0.4,DebitCard
199,2025-05-09,1005,2023,403,0.0,3212.52,7.8,PayPal
200,2025-05-07,1116,2069,404,1.0,962.64,1.0,Cash
201,2024-08-19,1116,2082,403,0.0,1592.0,16.4,CreditCard
202,2024-12-19,1044,2081,404,2.0,1355.05,9.4,Cash
203,2024-08-16,1089,2000,403,3.0,1910.37,0.3,CreditCard
204,2024-10-01,1002,2054,402,,1880.63,19.3,PayPal
205,2024-11-07,1180,2088,401,2.0,480.66,18.8,Cash
206,2025-05-17,1116,2077,403,3.0,1613.89,28.6,Cash
207,2025-03-29,1174,2010,404,2.0,1150.13,0.9,DebitCard
208,2024-06-27,1129,2097,402,3.0,1424.31,10.5,PayPal
209,2024-12-22,1032,2058,402,3.0,1139.65,8.5,GiftCard
210,2025-01-25,1005,2000,402,0.0,1415.75,2.6,Cash
211,2024-12-13,1066,2060,401,1.0,1543.36,0.5,DebitCard
212,2025-05-24,1107,2048,404,3.0,1381.32,3.5,PayPal
213,2025-01-19,1167,2015,402,3.0,1469.32,11.4,GiftCard
214,2024-08-31,1034,2059,404,1.0,725.01,20.4,DebitCard
215,2024-09-21,1185,2004,404,0.0,181.22,9.5,Cash
216,2024-12-25,1172,2006,402,3.0,1102.53,11.7,CreditCard
217,2025-03-02,1035,2037,402,2.0,1556.45,4.6,GiftCard
218,2025-03-28,1116,2066,402,2.0,1899.61,14.4,GiftCard
219,2025-04-19,1160,2071,404,,1304.47,11.7,GiftCard
220,2024-10-31,1178,2019,403,3.0,1514.05,23.9,GiftCard
221,2025-04-11,1032,2071,404,1.0,547.24,25.8,Cash
222,2024-10-11,1032,2011,402,,1229.69,0.5,GiftCard
223,2024-06-17,1071,2042,403,0.0,420.55,28.8,CreditCard
224,2025-02-25,1193,2031,402,1.0,1562.25,10.2,DebitCard
225,2024-10-30,1091,2040,404,3.0,54.83,18.6,CreditCard
226,2024-08-23,1011,2028,402,,1188.86,20.2,Cash
227,2025-02-15,1050,2046,402,2.0,125.02,3.6,CreditCard
228,2025-05-20,1125,2093,403,3.0,1784.26,4.4,CreditCard
229,2025-05-29,1134,2019,401,3.0,3338.16,1.4,CreditCard
230,2024-06-29,1071,2047,401,3.0,80.68,1.4,DebitCard
231,2024-12-11,1004,2035,403,,3533.15,3.9,CreditCard
232,2025-03-22,1027,2067,402,2.0,571.28,11.3,CreditCard
233,2024-11-04,1103,2031,402,0.0,1723.53,21.4,DebitCard
234,2025-03-05,1005,2060,401,1.0,1698.39,15.3,CreditCard
235,2025-01-11,1024,2005,402,3.0,1852.11,29.8,GiftCard
236,2025-01-31,1139,2004,402,2.0,453.96,7.1,CreditCard
237,2024-07-31,1101,2038,402,3.0,1104.1,1.1,CreditCard
238,2024-11-01,1176,2064,403,,1685.42,13.7,PayPal
239,2024-10-15,1152,2099,403,,1985.54,24.7,DebitCard
240,2024-11-30,1096,2087,404,2.0,1440.56,10.8,DebitCard
241,2024-07-05,1116,2040,403,0.0,72.26,25.6,CreditCard
242,2025-03-05,1066,2091,404,0.0,918.79,14.8,CreditCard
243,2024-12-26,1098,2079,404,1.0,1263.12,12.1,Cash
244,2024-10-30,1020,2023,401,2.0,2679.04,20.7,PayPal
245,2024-07-03,1063,2063,402,1.0,1900.21,10.6,PayPal
246,2024-10-12,1084,2055,402,1.0,396.39,22.1,GiftCard
247,2024-11-04,1188,2062,402,2.0,816.22,8.6,PayPal
248,2024-07-19,1151,2023,401,3.0,1443.42,4.6,GiftCard
249,2025-03-19,1017,2052,404,2.0,1334.39,5.1,DebitCard
250,2025-02-14,1018,2076,404,3.0,1591.91,10.1,Cash
251,2024-10-22,1137,2010,401,2.0,1244.72,21.8,DebitCard
252,2024-12-18,1165,2096,403,3.0,242.28,2.8,CreditCard
253,2024-08-31,1142,2073,402,3.0,1375.13,19.7,PayPal
254,2025-02-01,1034,2037,404,0.0,1884.32,8.8,PayPal
255,2024-07-29,1116,2066,404,0.0,1408.69,23.8,CreditCard
256,2024-10-07,1181,2054,401,1.0,3832.2,11.7,CreditCard
257,2024-12-06,1084,2059,402,1.0,1331.75,24.3,DebitCard
258,2024-11-03,1050,2054,404,,1752.55,27.4,CreditCard
259,2025-02-08,1147,2097,402,1.0,1680.59,16.8,CreditCard
260,2025-04-12,1163,2046,404,2.0,74.1,22.3,DebitCard
261,2024-08-10,1076,2075,401,2.0,645.49,11.2,GiftCard
262,2024-08-16,1130,2076,402,3.0,1289.23,23.4,CreditCard
263,2025-02-03,1044,2062,403,2.0,1257.85,7.9,PayPal
264,2025-04-14,1124,2079,404,3.0,4279.51,29.1,CreditCard
265,2024-11-30,1034,2028,403,,612.91,18.1,Cash
266,2025-03-13,1197,2070,401,2.0,125.26,24.8,Cash
267,2024-10-25,1010,2056,402,0.0,1324.66,29.6,DebitCard
268,2024-09-10,1008,2044,401,0.0,512.04,4.4,PayPal
269,2025-03-24,1089,2078,404,1.0,1636.38,18.7,CreditCard
270,2025-03-22,1136,2097,402,2.0,1703.04,4.8,Cash
271,2025-04-11,1173,2017,404,2.0,297.43,9.3,CreditCard
272,2025-04-14,1089,2097,404,2.0,2188.28,24.3,DebitCard
273,2024-07-03,1196,2097,403,2.0,2696.2,28.4,GiftCard
274,2024-12-21,1187,2091,403,3.0,2433.39,24.9,PayPal
275,2024-08-27,1072,2070,402,3.0,135.18,25.9,PayPal
276,2025-03-06,1032,2023,404,3.0,3598.66,3.1,Cash
277,2024-07-26,1040,2035,401,2.0,3490.29,25.6,GiftCard
278,2025-01-13,1020,2096,402,0.0,52.12,1.1,DebitCard
279,2024-11-27,1071,2056,401,,285.16,1.7,Cash
280,2025-04-12,1122,2079,401,0.0,2154.03,12.0,GiftCard
281,2024-09-30,1192,2082,402,,1240.12,22.5,DebitCard
282,2024-08-08,1054,2019,404,3.0,890.1,7.1,DebitCard
283,2024-07-13,1150,2044,404,1.0,1307.01,9.5,CreditCard
284,2024-09-10,1184,2099,401,2.0,1233.51,22.2,DebitCard
285,2024-08-17,1165,2035,404,1.0,3172.68,12.4,PayPal
286,2024-12-09,1092,2016,404,3.0,1381.74,27.3,GiftCard
287,2025-03-06,1197,2039,401,,4651.61,9.8,CreditCard
288,2025-05-14,1073,2064,404,3.0,1096.3,24.8,CreditCard
289,2024-12-30,1079,2035,402,3.0,3934.51,15.1,Cash
290,2025-01-14,1079,2093,402,,897.24,17.5,CreditCard
291,2024-11-20,1079,2084,402,1.0,369.47,29.1,PayPal
292,2025-05-16,1184,2054,402,2.0,1031.26,12.8,PayPal
293,2025-04-26,1109,2019,403,0.0,2798.52,12.5,GiftCard
294,2024-06-24,1042,2032,401,0.0,1042.21,18.5,Cash
295,2024-06-20,1062,2054,404,1.0,4358.68,19.0,GiftCard
296,2024-12-15,1189,2028,403,2.0,201.88,24.5,PayPal
297,2024-10-26,1013,2097,401,0.0,4397.15,1.0,PayPal
298,2025-03-10,1022,2001,403,2.0,523.04,1.7,PayPal
299,2024-10-25,1197,2093,402,3.0,1106.01,13.5,PayPal
300,2025-01-08,1002,2000,404,2.0,1083.14,22.5,PayPal
301,2024-09-06,1015,2018,403,1.0,1063.53,12.4,PayPal
302,2025-02-07,1191,2019,402,3.0,3055.19,7.1,PayPal
303,2024-11-15,1060,2054,404,2.0,1723.8,21.5,DebitCard
304,2024-07-02,1066,2023,404,3.0,2112.29,24.2,PayPal
305,2025-03-08,1118,2019,401,2.0,3635.95,27.2,DebitCard
306,2024-06-18,1083,2035,403,0.0,1670.75,23.9,DebitCard
307,2025-05-29,1005,2071,402,0.0,322.6,4.3,GiftCard
308,2024-06-06,1056,2079,403,0.0,1664.69,13.5,CreditCard
309,2025-03-25,1066,2091,402,2.0,4740.26,29.1,CreditCard
310,2024-06-22,1110,2050,404,,386.97,18.7,GiftCard
311,2024-08-28,1020,2019,401,1.0,2745.01,29.7,Cash
312,2025-04-20,1022,2023,404,1.0,4109.76,16.9,PayPal
313,2025-03-18,1182,2069,404,2.0,400.64,24.2,Cash
314,2024-10-07,1020,2091,403,1.0,950.6,15.2,CreditCard
315,2025-01-17,1188,2035,404,1.0,3166.34,19.0,DebitCard
316,2025-03-22,1151,2054,402,1.0,4146.81,18.2,PayPal
317,2025-05-22,1044,2011,401,1.0,982.08,5.3,Cash
318,2024-10-12,1033,2029,403,,108.66,29.8,PayPal
319,2024-07-29,1089,2047,404,2.0,316.08,10.5,CreditCard
320,2024-08-05,1163,2083,403,2.0,1198.45,20.7,CreditCard
321,2024-08-12,1176,2023,401,3.0,3968.74,5.1,Cash
322,2024-12-19,1089,2078,402,0.0,324.25,11.4,GiftCard
323,2025-02-27,1089,2019,403,2.0,3619.29,11.3,Cash
324,2024-10-19,1184,2079,404,1.0,2718.87,5.8,DebitCard
325,2024-10-29,1025,2073,402,0.0,115.15,3.3,Cash
326,2024-06-08,1026,2023,404,0.0,4541.56,22.9,PayPal
327,2024-07-10,1157,2090,401,1.0,896.69,26.6,CreditCard
328,2024-06-23,1048,2070,403,2.0,16.95,25.9,PayPal
329,2024-12-20,1039,2013,404,3.0,615.81,25.3,DebitCard
330,2024-08-10,1020,2014,403,3.0,1339.03,13.8,DebitCard
331,2024-07-09,1047,2048,403,0.0,956.86,21.8,DebitCard
332,2024-09-01,1015,2019,401,3.0,3153.77,16.6,GiftCard
333,2024-12-15,1133,2068,404,1.0,203.96,9.4,CreditCard
334,2025-04-27,1128,2066,402,3.0,1969.52,14.3,DebitCard
335,2025-05-23,1032,2019,404,1.0,1660.49,12.4,CreditCard
336,2025-05-01,1017,2097,404,2.0,4627.23,13.4,GiftCard
337,2024-06-06,1150,2053,401,1.0,1186.22,22.4,GiftCard
338,2025-05-20,1066,2012,403,2.0,565.07,27.3,DebitCard
339,2025-01-17,1121,2041,404,3.0,4503.08,9.5,GiftCard
340,2024-10-12,1032,2047,401,2.0,1693.55,9.4,DebitCard
341,2025-04-11,1058,2091,403,3.0,901.79,29.9,Cash
342,2024-11-16,1104,2097,403,1.0,3693.06,6.4,DebitCard
343,2024-11-06,1134,2003,402,1.0,536.51,13.5,PayPal
344,2024-11-21,1180,2054,404,0.0,1588.72,1.9,Cash
345,2024-11-30,1121,2044,403,2.0,1393.26,4.8,PayPal
346,2024-09-24,1041,2099,402,1.0,574.71,16.2,CreditCard
347,2024-11-08,1034,2016,402,0.0,1236.27,14.0,CreditCard
348,2025-05-12,1181,2054,404,3.0,2600.14,21.5,Cash
349,2025-01-27,1101,2000,403,2.0,260.8,28.8,GiftCard
350,2024-06-28,1163,2040,403,2.0,82.42,16.1,DebitCard
351,2024-09-07,1005,2087,402,3.0,555.88,7.2,Cash
352,2024-11-09,1009,2073,402,1.0,1294.71,7.1,CreditCard
353,2024-11-26,1091,2021,402,3.0,554.37,22.7,Cash
354,2025-03-23,1046,2042,401,1.0,648.82,29.5,DebitCard
355,2025-03-15,1066,2059,401,0.0,429.36,16.5,DebitCard
356,2024-07-20,1135,2013,402,1.0,4942.36,10.2,CreditCard
357,2025-04-24,1036,2029,401,1.0,18.12,20.7,GiftCard
358,2024-11-20,1116,2020,404,0.0,895.74,1.3,DebitCard
359,2024-11-13,1122,2004,402,0.0,1525.85,14.3,DebitCard
360,2024-12-10,1034,2031,402,2.0,250.28,18.3,PayPal
361,2024-12-04,1016,2038,403,2.0,1389.22,16.8,DebitCard
362,2024-07-26,1125,2024,402,3.0,487.43,19.0,GiftCard
363,2025-05-27,1034,2021,401,0.0,1298.63,17.5,DebitCard
364,2025-03-08,1152,2084,401,0.0,275.79,0.8,Cash
365,2024-11-17,1020,2019,402,0.0,3477.49,0.4,Cash
366,2025-01-20,1155,2053,401,0.0,1580.28,4.1,Cash
367,2024-12-02,1199,2097,402,3.0,677.33,2.0,GiftCard
368,2024-12-02,1032,2009,401,0.0,103.66,29.2,Cash
369,2024-08-02,1066,2012,403,3.0,627.24,25.8,CreditCard
370,2024-11-23,1116,2037,403,2.0,276.01,29.4,Cash
371,2025-04-09,1002,2084,402,3.0,573.2,0.8,Cash
372,2025-02-21,1087,2079,404,2.0,3604.56,4.2,PayPal
373,2024-11-27,1042,2013,402,3.0,3552.77,18.4,PayPal
374,2024-08-15,1091,2087,402,3.0,852.0,14.5,DebitCard
375,2024-06-20,1080,2097,402,2.0,3597.09,11.0,DebitCard
376,2024-12-31,1186,2054,404,0.0,4704.67,23.6,GiftCard
377,2024-12-04,1126,2009,404,2.0,17.05,20.8,CreditCard
378,2024-08-31,1103,2010,404,3.0,1021.99,16.0,GiftCard
379,2024-10-05,1190,2013,404,0.0,4063.02,8.7,Cash
380,2025-05-19,1130,2083,404,2.0,1642.35,14.7,PayPal
381,2025-04-05,1196,2060,403,0.0,1334.87,11.9,DebitCard
382,2024-06-01,1162,2037,403,0.0,1010.22,6.7,CreditCard
383,2025-03-28,1104,2039,402,3.0,4210.49,29.4,CreditCard
384,2024-08-18,1193,2081,401,3.0,1199.17,13.8,PayPal
385,2024-12-04,1001,2006,404,3.0,1573.11,26.2,CreditCard
386,2025-05-01,1044,2016,401,2.0,800.09,17.7,Cash
387,2025-05-24,1195,2079,403,3.0,1121.81,9.7,GiftCard
388,2024-12-27,1131,2097,403,1.0,3308.75,4.7,GiftCard
389,2024-09-27,1172,2023,403,2.0,3122.63,12.1,DebitCard
390,2025-05-12,1172,2068,403,3.0,1069.32,25.3,PayPal
391,2024-06-11,1034,2023,403,1.0,3607.68,22.4,Cash
392,2024-09-28,1008,2057,401,1.0,1144.48,19.5,CreditCard
393,2024-09-06,1178,2013,404,2.0,742.11,19.2,DebitCard
394,2025-02-26,1032,2081,403,1.0,1930.37,20.8,DebitCard
395,2024-09-28,1066,2023,401,3.0,1689.08,11.2,GiftCard
396,2024-08-06,1001,2029,401,2.0,118.31,15.1,GiftCard
397,2025-01-03,1077,2073,403,,1074.52,4.3,DebitCard
398,2025-05-17,1129,2097,404,1.0,3485.01,28.1,PayPal
399,2024-10-12,1192,2060,401,2.0,1813.77,3.3,GiftCard
400,2024-12-29,1010,2041,404,0.0,2931.07,25.9,GiftCard
401,2024-09-23,1197,2065,404,2.0,425.4,14.1,CreditCard
